label,manifestUrl,projectId,size,progress,attribution,thumbnail
一　歩船鈔二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_9.json,21dzk,13,13,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000047/full/full/0/default.jpg
目次,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952786_02.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952786/F0000004/full/full/0/default.jpg
不思議一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_25.json,21dzk,6,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000229/full/full/0/default.jpg
一　八宗綱要二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_4.json,21dzk,17,17,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000007/full/full/0/default.jpg
掌珍量噵一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_08.json,21dzk,3,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000081/full/full/0/default.jpg
一　諸宗教理同異釈一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_7.json,21dzk,7,7,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000038/full/full/0/default.jpg
胎藏界略圖次第（京都東寺觀智院藏本）,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/zuzoubu/02_range27.json,21dzk,10,10,大蔵出版(Daizo shuppan) and SAT大蔵経テキストデータベース研究会(SAT Daizōkyō Text Database Committee) ,https://dzkimgs.l.u-tokyo.ac.jp/iiifimgs/zuzoubu/02/1000.tif/full/400,/0/default.jpg
一　本朝諸宗要集五巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_13.json,21dzk,40,40,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000161/full/full/0/default.jpg
一　唐招提寺釈迦念仏願文,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_07.json,21dzk,2,2,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000015/full/full/0/default.jpg
胎藏諸尊種子 複金剛界   （京都東寺觀智院藏本）,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/zuzoubu/02_range18.json,21dzk,18,1,大蔵出版(Daizo shuppan) and SAT大蔵経テキストデータベース研究会(SAT Daizōkyō Text Database Committee) ,https://dzkimgs.l.u-tokyo.ac.jp/iiifimgs/zuzoubu/02/0758.tif/full/400,/0/default.jpg
自行思惟一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_24.json,21dzk,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000229/full/full/0/default.jpg
標題,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952788_01.json,21dzk,3,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952788/F0000003/full/full/0/default.jpg
目次,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_02.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000004/full/full/0/default.jpg
法相宗初心略要二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_12.json,21dzk,16,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000132/full/full/0/default.jpg
唯識分量決一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_05.json,21dzk,14,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000054/full/full/0/default.jpg
観心為清淨円明事一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_15.json,21dzk,2,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000160/full/full/0/default.jpg
応理大乗伝通要録二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_18.json,21dzk,14,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000199/full/full/0/default.jpg
一　薩達磨奔茶利迦素怛攬略頌一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952699_03.json,21dzk,5,5,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952699/F0000004/full/full/0/default.jpg
一　伝律図源解集二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_11.json,21dzk,32,32,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000035/full/full/0/default.jpg
一　因明鈔五巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952788_05.json,21dzk,33,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952788/F0000133/full/full/0/default.jpg
胎藏尊位幷梵漢密號種子三昧耶形色手印等略記（京都東寺觀智院藏本）,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/zuzoubu/02_range26.json,21dzk,26,0,大蔵出版(Daizo shuppan) and SAT大蔵経テキストデータベース研究会(SAT Daizōkyō Text Database Committee) ,https://dzkimgs.l.u-tokyo.ac.jp/iiifimgs/zuzoubu/02/0974.tif/full/400,/0/default.jpg
標題,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952785_01.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952785/F0000003/full/full/0/default.jpg
一　仁王経問答一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952686_04.json,21dzk,14,14,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952686/F0000038/full/full/0/default.jpg
一　摩訶般若波羅蜜多心経述義一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952686_09.json,21dzk,8,8,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952686/F0000194/full/full/0/default.jpg
一　般若波羅蜜多心経略解一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952686_12.json,21dzk,2,2,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952686/F0000272/full/full/0/default.jpg
唯量抄二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_11.json,21dzk,28,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000104/full/full/0/default.jpg
一　内典塵露章一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_6.json,21dzk,10,10,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000028/full/full/0/default.jpg
一　唯識章私記十二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952785_05.json,21dzk,125,112,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952785/F0000123/full/full/0/default.jpg
標題,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952686_01.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952686/F0000002/full/full/0/default.jpg
唯心念仏一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_14.json,21dzk,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000159/full/full/0/default.jpg
一　般若波羅蜜多心経探要鈔二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952686_13.json,21dzk,23,23,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952686/F0000274/full/full/0/default.jpg
成唯識論述記序釈一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_06.json,21dzk,11,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000068/full/full/0/default.jpg
一　大乗法相宗名目十六巻附科段一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952786_03.json,21dzk,250,139,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952786/F0000005/full/full/0/default.jpg
一　諸教要義略弁一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_15.json,21dzk,13,13,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000237/full/full/0/default.jpg
目次,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_2.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000003/full/full/0/default.jpg
一　初学題額集三巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_10.json,21dzk,53,53,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000060/full/full/0/default.jpg
一　表無表章義鏡一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952785_04.json,21dzk,20,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952785/F0000103/full/full/0/default.jpg
一　法華開示抄第一,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952699_04.json,21dzk,222,105,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952699/F0000009/full/full/0/default.jpg
一　千歳伝続録一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_14.json,21dzk,12,12,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000213/full/full/0/default.jpg
法相灯明記一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_07.json,21dzk,2,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000079/full/full/0/default.jpg
一　唐招提寺解一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_10.json,21dzk,5,5,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000030/full/full/0/default.jpg
一　長寛元年興福寺僧綱大法師等奏状,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_04.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000010/full/full/0/default.jpg
標題,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952700_01.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952700/F0000002/full/full/0/default.jpg
標題,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952786_01.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952786/F0000003/full/full/0/default.jpg
目次,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952788_02.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952788/F0000006/full/full/0/default.jpg
一　戒律再興願文,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_05.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000011/full/full/0/default.jpg
一　明本抄十三巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952788_03.json,21dzk,97,19,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952788/F0000007/full/full/0/default.jpg
目次,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_02.json,21dzk,2,2,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000004/full/full/0/default.jpg
胎藏界略圖次第 （奈良唐招提寺藏本）,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/zuzoubu/02_range28.json,21dzk,10,2,大蔵出版(Daizo shuppan) and SAT大蔵経テキストデータベース研究会(SAT Daizōkyō Text Database Committee) ,https://dzkimgs.l.u-tokyo.ac.jp/iiifimgs/zuzoubu/02/1010.tif/full/400,/0/default.jpg
一　東大寺六宗未決義,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952683_3.json,21dzk,3,3,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952683/F0000004/full/full/0/default.jpg
一　招提千歳伝記九巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_13.json,21dzk,56,56,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000157/full/full/0/default.jpg
六種曼荼羅略釋（京都靑蓮院藏本）,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/zuzoubu/02_range3.json,21dzk,72,0,大蔵出版(Daizo shuppan) and SAT大蔵経テキストデータベース研究会(SAT Daizōkyō Text Database Committee) ,https://dzkimgs.l.u-tokyo.ac.jp/iiifimgs/zuzoubu/02/0007.tif/full/400,/0/default.jpg
標題,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952699_01.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952699/F0000002/full/full/0/default.jpg
唯識般若不異事一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_23.json,21dzk,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000228/full/full/0/default.jpg
一　雲雨鈔一巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_09.json,21dzk,3,3,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000027/full/full/0/default.jpg
一　心経幽賛鈔五巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952686_11.json,21dzk,65,46,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952686/F0000207/full/full/0/default.jpg
覚夢鈔補闕法門二巻内上巻見在,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_17.json,21dzk,13,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000186/full/full/0/default.jpg
一　仁王般若合疏講録三巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952686_08.json,21dzk,41,41,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952686/F0000153/full/full/0/default.jpg
標題,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952809_01.json,21dzk,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952809/F0000003/full/full/0/default.jpg
四分義極略私記二巻,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/952760_10.json,21dzk,18,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/952760/F0000086/full/full/0/default.jpg
兩界圖位（京都東寺觀智院藏本）,https://dzkimgs.l.u-tokyo.ac.jp/iiif/convert_mani/zuzoubu/02_range22.json,21dzk,24,2,大蔵出版(Daizo shuppan) and SAT大蔵経テキストデータベース研究会(SAT Daizōkyō Text Database Committee) ,https://dzkimgs.l.u-tokyo.ac.jp/iiifimgs/zuzoubu/02/0848.tif/full/400,/0/default.jpg
