label,manifestUrl,projectId,size,progress,attribution,thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 52 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508718f/manifest.json,galica,30,30,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508718f.thumbnail
BnF. Département des manuscrits. Japonais 4520,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53142073n/manifest.json,galica,461,461,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53142073n.thumbnail
BnF. Département des manuscrits. Japonais 373,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10512758b/manifest.json,galica,57,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10512758b.thumbnail
BnF. Département des Manuscrits. Japonais 5347,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105351684/manifest.json,galica,32,29,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105351684.thumbnail
. Japonais 5628,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8530187d/manifest.json,galica,118,108,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8530187d.thumbnail
BnF. Département des Manuscrits. Japonais 380 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304163x/manifest.json,galica,1,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304163x.thumbnail
BnF. Département des Manuscrits. Japonais 4261,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8593580g/manifest.json,galica,31,30,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8593580g.thumbnail
BnF. Département des manuscrits. Japonais 328,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53142057m/manifest.json,galica,116,111,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53142057m.thumbnail
BnF. Département des manuscrits. Japonais 5341 (7),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10535176n/manifest.json,galica,1,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10535176n.thumbnail
BnF. Département des manuscrits. Japonais 368,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509001k/manifest.json,galica,45,30,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10509001k.thumbnail
BnF. Département des manuscrits. Japonais 5629 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8530219x/manifest.json,galica,68,9,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8530219x.thumbnail
BnF. Département des Manuscrits. Japonais 219 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525778h/manifest.json,galica,14,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525778h.thumbnail
BnF. Département des Manuscrits. Japonais 5630 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10512763h/manifest.json,galica,104,104,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10512763h.thumbnail
BnF. Département des manuscrits. Japonais 306,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10511000p/manifest.json,galica,484,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10511000p.thumbnail
BnF. Département des manuscrits. Japonais 266,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508397s/manifest.json,galica,14,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508397s.thumbnail
BnF. Département des manuscrits. Japonais 361,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509051n/manifest.json,galica,61,57,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10509051n.thumbnail
BnF. Département des manuscrits. Japonais 370,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105127605/manifest.json,galica,112,85,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105127605.thumbnail
BnF. Département des Manuscrits. Japonais 366,https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000285g/manifest.json,galica,35,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b6000285g.thumbnail
BnF. Département des Manuscrits. Japonais 1012,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10501686n/manifest.json,galica,292,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10501686n.thumbnail
BnF. Département des manuscrits. Japonais 5629 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8530220k/manifest.json,galica,54,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8530220k.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 96,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304437g/manifest.json,galica,29,29,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304437g.thumbnail
BnF. Département des Manuscrits. Japonais 311 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510451c/manifest.json,galica,194,194,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10510451c.thumbnail
BnF. Département des Manuscrits. Japonais 5345 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005739/manifest.json,galica,29,28,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b60005739.thumbnail
BnF. Département des manuscrits. Japonais 377,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105006797/manifest.json,galica,24,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105006797.thumbnail
BnF. Département des Manuscrits. Japonais 219 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525776m/manifest.json,galica,14,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525776m.thumbnail
BnF. Département des manuscrits. Japonais 637 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10511045k/manifest.json,galica,42,30,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10511045k.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 248,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10526032v/manifest.json,galica,42,42,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10526032v.thumbnail
BnF. Département des manuscrits. Japonais 608,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105083629/manifest.json,galica,35,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105083629.thumbnail
BnF. Département des Manuscrits. Japonais 5627,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53020311t/manifest.json,galica,1317,1137,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53020311t.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 39,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525925v/manifest.json,galica,28,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525925v.thumbnail
BnF. Département des Manuscrits. Japonais 353,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509017p/manifest.json,galica,74,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10509017p.thumbnail
BnF. Département des Manuscrits. Japonais 4499,https://gallica.bnf.fr/iiif/ark:/12148/btv1b83044273/manifest.json,galica,54,47,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83044273.thumbnail
BnF. Département des Manuscrits. Japonais 1200,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8451523g/manifest.json,galica,580,85,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8451523g.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 184,https://gallica.bnf.fr/iiif/ark:/12148/btv1b60006171/manifest.json,galica,34,33,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b60006171.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 257,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509020z/manifest.json,galica,20,20,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10509020z.thumbnail
BnF. Département des Manuscrits. Japonais 225,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10502024b/manifest.json,galica,53,53,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10502024b.thumbnail
BnF. Département des Manuscrits. Japonais 380 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b83041613/manifest.json,galica,1,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83041613.thumbnail
BnF. Département des Manuscrits. Japonais 248,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8528770d/manifest.json,galica,182,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8528770d.thumbnail
BnF. Département des manuscrits. Japonais 1244,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53133656g/manifest.json,galica,26,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53133656g.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 207,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508697x/manifest.json,galica,16,12,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508697x.thumbnail
BnF. Département des Manuscrits,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52503954n/manifest.json,galica,16,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b52503954n.thumbnail
BnF. Département des Manuscrits,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304432d/manifest.json,galica,23,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304432d.thumbnail
BnF. Département des manuscrits. Smith-Lesouëf Japonais 141,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53014824j/manifest.json,galica,130,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53014824j.thumbnail
BnF. Département des Manuscrits. Japonais 4606 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8596858m/manifest.json,galica,35,7,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8596858m.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 96,https://gallica.bnf.fr/iiif/ark:/12148/btv1b83044362/manifest.json,galica,27,27,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83044362.thumbnail
BnF. Département des Manuscrits. Japonais 321,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105080051/manifest.json,galica,218,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105080051.thumbnail
BnF. Département des manuscrits. Japonais 210 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525887v/manifest.json,galica,36,36,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525887v.thumbnail
BnF. Département des manuscrits. Japonais 210 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105258832/manifest.json,galica,49,49,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105258832.thumbnail
BnF. Département des manuscrits. Japonais 217 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105257844/manifest.json,galica,27,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105257844.thumbnail
BnF. Département des Manuscrits. Japonais 211 B (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10527651v/manifest.json,galica,42,22,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10527651v.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 52 (9),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508712r/manifest.json,galica,30,30,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508712r.thumbnail
BnF. Département des manuscrits. Japonais 5602,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53014828b/manifest.json,galica,31,31,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53014828b.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 96,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304435n/manifest.json,galica,29,27,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304435n.thumbnail
BnF. Département des Manuscrits,https://gallica.bnf.fr/iiif/ark:/12148/btv1b83044310/manifest.json,galica,21,21,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83044310.thumbnail
BnF. Département des manuscrits. Japonais 610,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508379v/manifest.json,galica,34,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508379v.thumbnail
BnF. Département des manuscrits. Japonais 348,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105127696/manifest.json,galica,196,7,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105127696.thumbnail
BnF. Département des Manuscrits. Japonais 5346,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53054668g/manifest.json,galica,10,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53054668g.thumbnail
BnF. Département des manuscrits. Japonais 217 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525788x/manifest.json,galica,16,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525788x.thumbnail
. Japonais 648,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8451517r/manifest.json,galica,58,57,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8451517r.thumbnail
BnF. Département des Manuscrits. Japonais 313 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10502040c/manifest.json,galica,92,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10502040c.thumbnail
BnF. Département des Manuscrits. Japonais 313 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10502091w/manifest.json,galica,76,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10502091w.thumbnail
